reward_today	future_reward	delay	trials.thisRepN	trials.thisTrialN	trials.thisN	trials.thisIndex	thisRow.t	notes	trial.started	fixation.started	text.started	key_resp.started	fixation.stopped	trial.stopped	key_resp.keys	key_resp.rt	key_resp.duration	participant	session	date	expName	psychopyVersion	frameRate	expStart					k		
15	35	13	0	0	0	1	0.2196111		0.0502777	0.2196111	1.0039121	1.0039121	1.2217498	3.82131	l	2.798576	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.102564103		
40	55	62	0	5	5	3	12.3542701		12.3313891	12.3542701	13.3399102	13.3399102	13.3556633	14.2615519	l	0.9144725	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.006048387		
11	30	7	0	6	6	0	14.2882204		14.2623311	14.2882204	15.2726229	15.2726229	15.2895104	16.1147172	l	0.8213886	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.246753247		
11	30	7	1	0	7	0	16.1229151		16.1156734	16.1229151	17.1236399	17.1236399	17.1236399	17.6808111	l	0.5395654	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.246753247		
15	35	13	1	6	13	1	25.9568989		25.9470109	25.9568989	26.9578522	26.9578522	26.9578522	27.7297283	l	0.7650063	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.102564103		
15	35	13	2	0	14	1	27.7411605		27.7304735	27.7411605	28.7411771	28.7411771	28.7411771	29.4325238	l	0.6760122	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.102564103		
11	30	7	2	1	15	0	29.4571152		29.4337329	29.4571152	30.4415147	30.4415147	30.4584176	31.014412	l	0.5615787	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.246753247		
15	35	13	3	2	23	1	47.6925776		47.6689039	47.6925776	48.676936	48.676936	48.70897	50.1334676	l	1.454607	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.102564103		
37	50	21	3	5	26	2	54.1094653		54.0860325	54.1094653	55.094087	55.094087	55.1107673	57.2664275	l	2.1598611	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.016731017		
11	30	7	3	6	27	0	57.2929021		57.2671723	57.2929021	58.2775909	58.2775909	58.2939834	59.0694476	l	0.7799461	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.246753247		
37	50	21	4	0	28	2	59.093389		59.07036	59.093389	60.0777857	60.0777857	60.0946966	61.0355999	l	0.9418002	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.016731017		
15	35	13	4	1	29	1	61.060263		61.0365301	61.060263	62.0603685	62.0603685	62.078048	63.1497097	l	1.0823898	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.102564103		
11	30	7	4	4	32	0	69.2122355		69.2012168	69.2122355	70.2122507	70.2122507	70.2122507	71.0036633	l	0.7780323	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.246753247		
11	30	7	5	2	37	0	78.562303		78.5396111	78.562303	79.5468809	79.5468809	79.5789414	80.3726606	l	0.8120907	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.246753247		
15	35	13	5	4	39	1	82.0958413		82.0716904	82.0958413	83.0801317	83.0801317	83.0963123	83.9557395	l	0.8699848	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.102564103		
15	35	13	6	4	46	1	108.6661145		108.6551366	108.6661145	109.666608	109.666608	109.666608	111.0384914	l	1.3652567	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.102564103		
11	30	7	6	6	48	0	114.1489251		114.1262058	114.1489251	115.1333742	115.1333742	115.1506881	116.5902781	l	1.4555737	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.246753247		
37	50	21	7	2	51	2	128.60067		128.573888	128.60067	129.5852145	129.5852145	129.601921	131.4105423	l	1.8135605	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.016731017		
40	55	62	7	3	52	3	131.4347712		131.4117882	131.4347712	132.4187262	132.4187262	132.4353165	134.3239698	l	1.9006747	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.006048387		
78	80	162	7	4	53	6	134.3353147		134.324696	134.3353147	135.3360071	135.3360071	135.3360071	135.82437	l	0.4736095	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.000158278		
11	30	7	7	5	54	0	135.8511146		135.8251457	135.8511146	136.8361209	136.8361209	136.8523839	137.377318	l	0.5370215	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.246753247		
40	55	62	8	3	59	3	144.0017952		143.9761926	144.0017952	144.9867563	144.9867563	145.0037455	145.2420283	l	0.2493643	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.006048387		
49	60	89	8	6	62	4	148.8855203		148.8619132	148.8855203	149.8702666	149.8702666	149.8871315	151.0117354	l	1.1357557	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.002522357		
11	30	7	9	3	66	0	160.1048733		160.0942129	160.1048733	161.1052573	161.1052573	161.1052573	162.0267028	l	0.9107688	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.246753247		
78	80	162	9	6	69	6	169.6377439		169.6131876	169.6377439	170.6222588	170.6222588	170.6388561	173.3318164	l	2.6759783	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.000158278		
37	50	21	10	3	73	2	185.1392968		185.11492	185.1392968	186.1232931	186.1232931	186.1403692	187.0964087	l	0.9653054	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.016731017		
67	75	119	10	4	74	5	187.122626		187.0972726	187.122626	188.1072406	188.1072406	188.1236324	189.7658228	l	1.6506945	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.001003386		
67	75	119	11	4	81	5	216.559178		216.5366798	216.559178	217.5441886	217.5441886	217.5605399	222.2673717	l	4.7168956	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.001003386		
49	60	89	11	5	82	4	222.2936093		222.2684399	222.2936093	223.2780001	223.2780001	223.2949873	225.3199234	l	2.0401029	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.002522357		
67	75	119	12	3	87	5	241.5953031		241.5696682	241.5953031	242.5798013	242.5798013	242.5966283	245.2369933	l	2.6520364	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.001003386		
78	80	162	13	1	92	6	262.1641879		262.1420448	262.1641879	263.1486421	263.1486421	263.1652498	265.2074104	l	2.045937	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.000158278		
11	30	7	13	6	97	0	276.665626		276.6406021	276.665626	277.6653206	277.6653206	277.6835456	279.1421272	l	1.4709824	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.246753247		
15	35	13	14	2	100	1	282.7660721		282.7431958	282.7660721	283.7509174	283.7509174	283.7675265	284.6586922	l	0.9025589	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.102564103		
11	30	7	14	4	102	0	286.6834629		286.656736	286.6834629	287.6679744	287.6679744	287.6842499	288.9400174	l	1.2644242	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.246753247		0.006249448
78	80	162	0	1	1	6	3.8362993		3.8225667	3.8362993	4.8222034	4.8222034	4.8384965	6.8814666	t	2.0568248	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.000158278		
37	50	21	0	2	2	2	6.9044739		6.8826037	6.9044739	7.8888498	7.8888498	7.9056699	8.9490193	t	1.0548263	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.016731017		
49	60	89	0	3	3	4	8.9705232		8.9503725	8.9705232	9.9556409	9.9556409	9.9724267	10.544034	t	0.580404	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.002522357		
67	75	119	0	4	4	5	10.5555724		10.5447937	10.5555724	11.5559325	11.5559325	11.5559325	12.3304744	t	0.7636295	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.001003386		
78	80	162	1	1	8	6	17.7053696		17.6817366	17.7053696	18.6896293	18.6896293	18.706343	19.3315474	t	0.6270279	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.000158278		
40	55	62	1	2	9	3	19.355556		19.3324844	19.355556	20.3403421	20.3403421	20.3567958	20.9648033	t	0.6117587	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.006048387		
37	50	21	1	3	10	2	20.9889068		20.9658944	20.9889068	21.9894934	21.9894934	22.0083022	22.6968463	t	0.6914718	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.016731017		
49	60	89	1	4	11	4	22.7227177		22.6975971	22.7227177	23.7075153	23.7075153	23.7240459	24.2973997	t	0.588164	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.002522357		
67	75	119	1	5	12	5	24.3233107		24.2981932	24.3233107	25.3234602	25.3234602	25.3410682	25.946201	t	0.6110887	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.001003386		
67	75	119	2	2	16	5	31.0404892		31.0151929	31.0404892	32.0251057	32.0251057	32.0417914	33.0803149	t	1.0448052	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.001003386		
49	60	89	2	3	17	4	33.0915438		33.0810566	33.0915438	34.0917138	34.0917138	34.0917138	35.3639828	t	1.2617341	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.002522357		
40	55	62	2	4	18	3	35.3749727		35.3647022	35.3749727	36.3754332	36.3754332	36.3754332	37.4651437	t	1.0864352	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.006048387		
37	50	21	2	5	19	2	37.4913169		37.4658741	37.4913169	38.4757855	38.4757855	38.4927885	39.6325152	t	1.1464663	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.016731017		
78	80	162	2	6	20	6	39.6582197		39.6336354	39.6582197	40.6422637	40.6422637	40.6594889	41.4641944	t	0.815111	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.000158278		
40	55	62	3	0	21	3	41.4759591		41.464885	41.4759591	42.4761314	42.4761314	42.4761314	45.7521066	t	3.2704453	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.006048387		
78	80	162	3	1	22	6	45.7756693		45.753365	45.7756693	46.7599417	46.7599417	46.7770503	47.6677665	t	0.9043686	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.000158278		
67	75	119	3	3	24	5	50.1591745		50.1342992	50.1591745	51.143622	51.143622	51.1602172	52.1911563	t	1.0185908	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.001003386		
49	60	89	3	4	25	4	52.2263551		52.193918	52.2263551	53.2267092	53.2267092	53.2599186	54.0848284	t	0.8505884	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.002522357		
49	60	89	4	2	30	4	63.1612419		63.1503918	63.1612419	64.1619056	64.1619056	64.1619056	65.1174293	t	0.9407102	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.002522357		
40	55	62	4	3	31	3	65.1441287		65.1183501	65.1441287	66.1284962	66.1284962	66.1453059	69.2004941	t	3.0641852	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.006048387		
78	80	162	4	5	33	6	71.0279283		71.0046568	71.0279283	72.0130509	72.0130509	72.0294876	72.7030551	t	0.6807467	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.000158278		
67	75	119	4	6	34	5	72.7285093		72.7039795	72.7285093	73.7281755	73.7281755	73.7460091	74.4376458	t	0.694795	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.001003386		
37	50	21	5	0	35	2	74.4617468		74.4389145	74.4617468	75.4459146	75.4459146	75.4630641	76.4199769	t	0.9650344	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.016731017		
67	75	119	5	1	36	5	76.4447609		76.4207516	76.4447609	77.4298199	77.4298199	77.4466493	78.5382737	t	1.0969488	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.001003386		
78	80	162	5	3	38	6	80.3955892		80.3738591	80.3955892	81.3799388	81.3799388	81.39634	82.0703684	t	0.6603985	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.000158278		
49	60	89	5	5	40	4	83.9794119		83.9570216	83.9794119	84.9639358	84.9639358	84.9804714	85.7360017	t	0.7591246	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.002522357		
40	55	62	5	6	41	3	85.7630977		85.7368369	85.7630977	86.7472414	86.7472414	86.7642191	87.5361754	t	0.7813254	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.006048387		
78	80	162	6	0	42	6	87.5632542		87.5368992	87.5632542	88.5473488	88.5473488	88.5639812	89.5696489	t	1.0198787	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.000158278		
40	55	62	6	1	43	3	89.5968664		89.5703791	89.5968664	90.5809175	90.5809175	90.5977975	101.6248836	t	11.0279906	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.006048387		
49	60	89	6	2	44	4	101.64773		101.6260253	101.64773	102.6479208	102.6479208	102.6657202	106.4746692	t	3.8212843	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.002522357		
37	50	21	6	3	45	2	106.4980441		106.4758785	106.4980441	107.483023	107.483023	107.4990164	108.6544519	t	1.1599263	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.016731017		
67	75	119	6	5	47	5	111.0654017		111.039225	111.0654017	112.0495892	112.0495892	112.06685	114.1252694	t	2.0707859	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.001003386		
49	60	89	7	0	49	4	116.616001		116.5911648	116.616001	117.6005997	117.6005997	117.6171199	119.4558506	t	1.8493057	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.002522357		
15	35	13	7	1	50	1	119.4831683		119.4566115	119.4831683	120.4828488	120.4828488	120.5008933	128.5731565	t	8.0821857	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.102564103		
67	75	119	7	6	55	5	137.4017251		137.3782452	137.4017251	138.4017555	138.4017555	138.4192759	138.9914796	t	0.5875568	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.001003386		
15	35	13	8	0	56	1	139.0181789		138.9922818	139.0181789	140.002787	140.002787	140.0196271	140.9093744	t	0.9010904	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.102564103		
67	75	119	8	1	57	5	140.9355297		140.9104795	140.9355297	141.9195009	141.9195009	141.9364269	142.3911182	t	0.4598282	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.001003386		
37	50	21	8	2	58	2	142.4185869		142.3918333	142.4185869	143.402815	143.402815	143.4197386	143.9751644	t	0.55547	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.016731017		
11	30	7	8	4	60	0	145.2687331		145.2428164	145.2687331	146.2534657	146.2534657	146.2700744	146.7258519	t	0.4633679	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.246753247		
78	80	162	8	5	61	6	146.752487		146.7266091	146.752487	147.752548	147.752548	147.7701174	148.8609739	t	1.0954953	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.000158278		
49	60	89	9	0	63	4	151.020838		151.0126726	151.020838	152.0212072	152.0212072	152.0212072	154.2295037	t	2.202939	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.002522357		
40	55	62	9	1	64	3	154.2531053		154.2304434	154.2531053	155.2376041	155.2376041	155.2545122	157.6625198	t	2.4064007	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.006048387		
15	35	13	9	2	65	1	157.6869922		157.6635592	157.6869922	158.6716727	158.6716727	158.6883332	160.0935653	t	1.4087628	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.102564103		
37	50	21	9	4	67	2	162.038382		162.0273655	162.038382	163.0385786	163.0385786	163.0385786	165.0963175	t	2.0494457	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.016731017		
67	75	119	9	5	68	5	165.1208114		165.0972583	165.1208114	166.1055296	166.1055296	166.1224272	169.6122299	t	3.5045763	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.001003386		
40	55	62	10	0	70	3	173.3549948		173.3332145	173.3549948	174.3555203	174.3555203	174.3728317	175.3156719	t	0.9559992	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.006048387		
11	30	7	10	1	71	0	175.3385586		175.3170104	175.3385586	176.323008	176.323008	176.3397315	179.8456697	t	3.5184883	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.246753247		
15	35	13	10	2	72	1	179.8719118		179.8463706	179.8719118	180.856303	180.856303	180.8732247	185.1139844	t	4.2543058	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.102564103		
49	60	89	10	5	75	4	189.7897938		189.7670422	189.7897938	190.7898905	190.7898905	190.8078284	195.0803976	t	4.2865711	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.002522357		
78	80	162	10	6	76	6	195.1072166		195.0810653	195.1072166	196.0918641	196.0918641	196.108415	198.5152215	t	2.4110899	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.000158278		
78	80	162	11	0	77	6	198.5248919		198.5159425	198.5248919	199.5256381	199.5256381	199.5256381	202.7002504	t	3.1682037	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.000158278		
37	50	21	11	1	78	2	202.7245459		202.7012872	202.7245459	203.7248215	203.7248215	203.7427189	205.1814814	t	1.4473491	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.016731017		
15	35	13	11	2	79	1	205.1925122		205.1821564	205.1925122	206.1927726	206.1927726	206.1927726	213.7686239	t	7.5712276	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.102564103		
40	55	62	11	3	80	3	213.7924154		213.7699085	213.7924154	214.7773152	214.7773152	214.7941646	216.5357373	t	1.7495232	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.006048387		
11	30	7	11	6	83	0	225.3437869		225.3212649	225.3437869	226.3281013	226.3281013	226.3448916	228.9333622	t	2.5933008	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.246753247		
49	60	89	12	0	84	4	228.9607898		228.9340327	228.9607898	229.9449238	229.9449238	229.9614682	231.6960628	t	1.7363754	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.002522357		
78	80	162	12	1	85	6	231.7285646		231.6982667	231.7285646	232.7124341	232.7124341	232.7291762	237.2690034	t	4.5447899	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.000158278		
15	35	13	12	2	86	1	237.2947013		237.2697463	237.2947013	238.279599	238.279599	238.2962261	241.568862	t	3.2861956	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.102564103		
11	30	7	12	4	88	0	245.2623839		245.2379786	245.2623839	246.2469603	246.2469603	246.2638646	249.5874211	t	3.3253756	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.246753247		
37	50	21	12	5	89	2	249.6128564		249.5883973	249.6128564	250.597379	250.597379	250.6139899	253.5734538	t	2.9744393	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.016731017		
40	55	62	12	6	90	3	253.5974505		253.5744582	253.5974505	254.5813292	254.5813292	254.5980689	258.789154	t	4.1759337	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.006048387		
67	75	119	13	0	91	5	258.8139762		258.7903369	258.8139762	259.7986113	259.7986113	259.8149492	262.1408294	t	2.3366213	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.001003386		
37	50	21	13	2	93	2	265.2315039		265.2087743	265.2315039	266.2156619	266.2156619	266.2323753	268.4707809	t	2.2400656	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.016731017		
15	35	13	13	3	94	1	268.4823873		268.4715011	268.4823873	269.4826837	269.4826837	269.4826837	272.0902911	t	2.5910351	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.102564103		
40	55	62	13	4	95	3	272.1153691		272.0915166	272.1153691	273.0994516	273.0994516	273.116619	274.8387578	t	1.7335346	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.006048387		
49	60	89	13	5	96	4	274.8654624		274.8395249	274.8654624	275.8501295	275.8501295	275.8668316	276.6396753	t	0.7774614	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.002522357		
40	55	62	14	0	98	3	279.1661031		279.1431393	279.1661031	280.1503248	280.1503248	280.1666295	281.0416796	t	0.8857896	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.006048387		
78	80	162	14	1	99	6	281.0660896		281.0426526	281.0660896	282.0509274	282.0509274	282.0671303	282.7422645	t	0.6786651	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.000158278		
49	60	89	14	3	101	4	284.6831407		284.6596674	284.6831407	285.667469	285.667469	285.684304	286.6559715	t	0.9779439	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.002522357		
67	75	119	14	5	103	5	288.9669164		288.9407356	288.9669164	289.9508514	289.9508514	289.9683542	290.6408534	t	0.6732353	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.001003386		
37	50	21	14	6	104	2	290.6668423		290.6418022	290.6668423	291.6672555	291.6672555	291.6850003	294.0231417	t	2.3419899	None	926606	1	2024-11-21_14h31.34.883	delay discounting	2024.1.5	None	2024-11-21 14h31.43.616619 +0530					0.016731017		
